CODEISIN;CATV;31/12/2019;02/01/2020;03/01/2020;06/01/2020;07/01/2020;08/01/2020;09/01/2020;10/01/2020;13/01/2020;14/01/2020;15/01/2020;16/01/2020;17/01/2020;20/01/2020;21/01/2020;22/01/2020;23/01/2020;24/01/2020;27/01/2020;28/01/2020;29/01/2020;30/01/2020;31/01/2020;03/02/2020;04/02/2020;05/02/2020;06/02/2020;07/02/2020;10/02/2020;11/02/2020;12/02/2020;13/02/2020;14/02/2020;17/02/2020;18/02/2020;19/02/2020;20/02/2020;21/02/2020;24/02/2020;25/02/2020;26/02/2020;27/02/2020;28/02/2020;02/03/2020;03/03/2020;04/03/2020;05/03/2020;06/03/2020;09/03/2020;10/03/2020;11/03/2020;12/03/2020;13/03/2020;16/03/2020;17/03/2020;18/03/2020;19/03/2020;20/03/2020;23/03/2020;24/03/2020;25/03/2020;26/03/2020;27/03/2020;30/03/2020;31/03/2020;01/04/2020;02/04/2020;03/04/2020;06/04/2020;07/04/2020;08/04/2020;09/04/2020;14/04/2020;15/04/2020;16/04/2020;17/04/2020;20/04/2020;21/04/2020;22/04/2020;23/04/2020;24/04/2020;27/04/2020;28/04/2020;29/04/2020;30/04/2020;04/05/2020;05/05/2020;06/05/2020;07/05/2020;11/05/2020;12/05/2020;13/05/2020;14/05/2020;15/05/2020;18/05/2020;19/05/2020;20/05/2020;22/05/2020;25/05/2020;26/05/2020;27/05/2020;28/05/2020;29/05/2020;02/06/2020;03/06/2020;04/06/2020;05/06/2020;08/06/2020;09/06/2020;10/06/2020;11/06/2020;12/06/2020;15/06/2020;16/06/2020;17/06/2020;18/06/2020;19/06/2020;22/06/2020;23/06/2020;24/06/2020;25/06/2020;26/06/2020;29/06/2020;30/06/2020;01/07/2020;02/07/2020;03/07/2020;06/07/2020;07/07/2020;08/07/2020;09/07/2020;10/07/2020;13/07/2020;15/07/2020;16/07/2020;17/07/2020;20/07/2020;21/07/2020;22/07/2020;23/07/2020;24/07/2020;27/07/2020;28/07/2020;29/07/2020;30/07/2020;31/07/2020;03/08/2020;04/08/2020;05/08/2020;06/08/2020;07/08/2020;10/08/2020;11/08/2020;12/08/2020;13/08/2020;14/08/2020;17/08/2020;18/08/2020;19/08/2020;20/08/2020;21/08/2020;24/08/2020;25/08/2020;26/08/2020;27/08/2020;28/08/2020;31/08/2020;01/09/2020;02/09/2020;03/09/2020;04/09/2020;07/09/2020;08/09/2020;09/09/2020;10/09/2020;11/09/2020;14/09/2020;15/09/2020;16/09/2020;17/09/2020;18/09/2020;21/09/2020;22/09/2020;23/09/2020;24/09/2020;25/09/2020;28/09/2020;29/09/2020;30/09/2020;SOMME;;
XS1048568452;VMOB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0,000000133;1,8174E-06;1,1199E-06;1,5277E-06;8,739E-07;1,3903E-06;4,8457E-06;1,3631E-06;1,5801E-06;1,5499E-06;1,5742E-06;4,7972E-06;1,6108E-06;1,6162E-06;1,6121E-06;1,6298E-06;5,1131E-06;1,7123E-06;1,7308E-06;1,7383E-06;1,7401E-06;5,0313E-06;1,7287E-06;1,7183E-06;1,7589E-06;1,7653E-06;5,4263E-06;1,8001E-06;1,8028E-06;1,8147E-06;1,8207E-06;5,3846E-06;1,8115E-06;1,7056E-06;1,7187E-06;8,6105E-06;1,7192E-06;1,7373E-06;0,000001746;5,2539E-06;1,7516E-06;1,7556E-06;1,7764E-06;1,7811E-06;5,3196E-06;1,7795E-06;1,7966E-06;1,8027E-06;7,2834E-06;0,000001828;1,8259E-06;1,8294E-06;7,3295E-06;0,000001836;1,8403E-06;1,8475E-06;1,8549E-06;5,5782E-06;1,8662E-06;1,8702E-06;3,7542E-06;5,6626E-06;1,8895E-06;1,9107E-06;1,9201E-06;1,9269E-06;7,7332E-06;0,00000194;1,9411E-06;1,9578E-06;5,7887E-06;1,9306E-06;1,9373E-06;1,9665E-06;1,9402E-06;5,7899E-06;1,9372E-06;1,9363E-06;1,9406E-06;1,9653E-06;5,8981E-06;1,9655E-06;1,9661E-06;1,9628E-06;1,9611E-06;5,8678E-06;1,9563E-06;0,000001956;0,000001975;1,9723E-06;5,9743E-06;2,4986E-06;0,000001901;2,1674E-06;2,1875E-06;6,6051E-06;4,3973E-06;2,2008E-06;2,2047E-06;0,000006603;2,1141E-06;2,1022E-06;2,0394E-06;2,0296E-06;6,2734E-06;0,000002083;2,0634E-06;2,0582E-06;2,0627E-06;6,9781E-06;2,0479E-06;2,2284E-06;2,2266E-06;2,2111E-06;6,8547E-06;2,2824E-06;2,2838E-06;2,2792E-06;2,2838E-06;6,8082E-06;2,2682E-06;3,1248E-06;1,9817E-06;2,2688E-06;7,9608E-06;2,5604E-06;3,1428E-06;2,5641E-06;2,8474E-06;8,6822E-06;2,8935E-06;2,8957E-06;2,9007E-06;2,8989E-06;0,000008696;2,8674E-06;2,8665E-06;2,8667E-06;2,8687E-06;8,6191E-06;2,8921E-06;0,000002898;2,8997E-06;2,9003E-06;8,8487E-06;2,9524E-06;2,9557E-06;2,9463E-06;2,9495E-06;9,0891E-06;3,0293E-06;2,9732E-06;2,9807E-06;0,000461372;;
BE6315770030;CRNE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
BE6317850467;CRNE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
BQ01.CHF;TRES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
BQ01.EUR;TRES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
BQ01.GBP;TRES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
BQ01.USD;TRES;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
FR0011560986;VMOB;0;1,4222E-06;4,2696E-06;1,4196E-06;1,4196E-06;1,4179E-06;1,4155E-06;4,2486E-06;1,4154E-06;1,4152E-06;1,4125E-06;1,4009E-06;4,1756E-06;1,3867E-06;1,3845E-06;1,3823E-06;0,000001389;4,1669E-06;1,3883E-06;1,3682E-06;1,3691E-06;1,3718E-06;4,8227E-06;1,3728E-06;1,5543E-06;1,5712E-06;1,5683E-06;4,7076E-06;1,5657E-06;1,5617E-06;1,5643E-06;1,5662E-06;4,6966E-06;0,000001569;1,5644E-06;1,5671E-06;1,5681E-06;4,5905E-06;1,5129E-06;1,5125E-06;0,000001501;1,5116E-06;4,4478E-06;1,4827E-06;1,5115E-06;0,000001481;1,5033E-06;4,5817E-06;1,5374E-06;1,5429E-06;1,5389E-06;1,5553E-06;4,8799E-06;1,6342E-06;1,6516E-06;0,000001643;1,6359E-06;0,000004967;1,6783E-06;1,6949E-06;1,7252E-06;0,000001733;5,3327E-06;1,7787E-06;0,000001781;1,7936E-06;1,8007E-06;5,3268E-06;1,7926E-06;1,6894E-06;0,000001707;8,5467E-06;1,7083E-06;1,7319E-06;1,7401E-06;0,000005226;1,7443E-06;0,000001748;1,7671E-06;1,7726E-06;5,2961E-06;1,7707E-06;1,7889E-06;0,000001795;0,000007254;1,8223E-06;1,8196E-06;1,8236E-06;7,3107E-06;1,8312E-06;1,8351E-06;1,8463E-06;1,8535E-06;5,5708E-06;1,8637E-06;0,000001869;3,7524E-06;0,00000567;1,8926E-06;1,9149E-06;1,9247E-06;1,9319E-06;7,7446E-06;1,9378E-06;0,000001941;1,9555E-06;5,7617E-06;1,9223E-06;1,9248E-06;1,9545E-06;0,000001929;5,7956E-06;0,000001941;1,9386E-06;1,9356E-06;1,9604E-06;5,8825E-06;1,9593E-06;1,9597E-06;1,9599E-06;1,9604E-06;5,8692E-06;1,9572E-06;1,9576E-06;1,9792E-06;1,9784E-06;5,9853E-06;2,2245E-06;1,9046E-06;2,0357E-06;2,0497E-06;0,000006186;4,1201E-06;2,0602E-06;2,0609E-06;6,1686E-06;1,9746E-06;1,9604E-06;1,8982E-06;1,8886E-06;5,8233E-06;1,9347E-06;0,000001916;1,9094E-06;1,9151E-06;5,7874E-06;1,9021E-06;1,9014E-06;1,8963E-06;1,8829E-06;5,8417E-06;1,9457E-06;1,9472E-06;0,000001943;1,9478E-06;5,8058E-06;1,9353E-06;1,9331E-06;1,9405E-06;1,9403E-06;0,000005819;1,9399E-06;1,9433E-06;0,000001943;1,9396E-06;5,9147E-06;0,000001972;1,9726E-06;1,9763E-06;1,9764E-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000434007;;
XS0526326334;VMOB;0;1,8521E-06;0,000005557;0,00000185;1,8494E-06;1,8473E-06;1,8452E-06;5,5359E-06;1,8444E-06;1,8435E-06;1,8407E-06;1,8244E-06;5,4377E-06;1,8064E-06;1,8027E-06;1,8009E-06;0,000001807;5,4479E-06;1,8065E-06;1,7865E-06;1,7908E-06;1,8196E-06;5,4503E-06;1,8087E-06;1,8252E-06;1,8455E-06;0,000001842;5,5294E-06;1,8389E-06;0,000001834;1,8378E-06;1,8394E-06;5,5114E-06;1,8412E-06;1,8353E-06;1,8387E-06;1,8394E-06;5,3773E-06;1,7749E-06;1,7734E-06;1,7617E-06;1,7717E-06;0,000005217;1,7409E-06;1,7729E-06;0,000001737;1,7638E-06;5,3716E-06;1,8039E-06;0,00000181;1,8054E-06;1,8251E-06;5,7266E-06;1,9178E-06;1,9385E-06;0,000001947;1,9489E-06;5,8917E-06;1,9865E-06;2,0067E-06;2,0375E-06;2,0449E-06;6,2863E-06;0,000002095;2,0991E-06;2,1134E-06;2,1215E-06;6,2763E-06;2,1128E-06;1,9903E-06;2,0073E-06;1,00586E-05;2,0083E-06;2,0296E-06;0,000002041;6,1424E-06;2,0486E-06;2,0541E-06;2,0797E-06;2,0857E-06;6,2302E-06;2,0833E-06;2,1037E-06;2,1105E-06;0,000008529;2,1403E-06;2,1388E-06;2,1434E-06;8,5918E-06;2,1524E-06;2,1587E-06;2,1675E-06;2,1806E-06;6,5604E-06;2,1956E-06;0,000002201;4,4197E-06;6,6697E-06;2,2265E-06;2,2468E-06;2,2585E-06;2,2662E-06;9,0832E-06;2,2769E-06;2,2814E-06;2,2983E-06;6,7775E-06;2,2603E-06;2,2664E-06;2,2981E-06;0,000002269;6,8064E-06;2,2774E-06;2,2757E-06;0,000002278;2,3075E-06;6,9206E-06;2,3025E-06;2,3044E-06;2,3083E-06;2,3088E-06;0,000006913;2,3038E-06;0,000002304;2,3291E-06;2,3243E-06;7,0331E-06;2,2239E-06;2,2385E-06;2,1997E-06;2,2148E-06;6,6844E-06;4,4523E-06;0,000002227;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,000399039;;
CH0253514753;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
BE0002442177;VMOB;0;1,3671E-06;3,9412E-06;1,3087E-06;1,3087E-06;1,3077E-06;1,3058E-06;3,9181E-06;0,000001305;0,000001305;1,3034E-06;1,2904E-06;3,8517E-06;1,2785E-06;1,2756E-06;1,2748E-06;1,2787E-06;3,8371E-06;1,2785E-06;0,000001259;1,2619E-06;1,2633E-06;3,8216E-06;1,2651E-06;1,2767E-06;0,000001291;0,000001289;3,8682E-06;1,2865E-06;1,2831E-06;1,2858E-06;1,2871E-06;3,8567E-06;1,2884E-06;1,2845E-06;1,2864E-06;1,2868E-06;0,000003767;1,2408E-06;1,2405E-06;1,2329E-06;1,2392E-06;3,6535E-06;1,2185E-06;0,000001241;0,000001216;1,2342E-06;3,7645E-06;1,2652E-06;1,2695E-06;0,000001266;1,2792E-06;4,0105E-06;1,3437E-06;0,000001358;1,3634E-06;1,3614E-06;4,1137E-06;1,3864E-06;0,0000014;1,4209E-06;1,4241E-06;4,3772E-06;0,000001462;1,4648E-06;1,4738E-06;1,4798E-06;4,3768E-06;1,4733E-06;1,3878E-06;1,3996E-06;7,0048E-06;0,000001398;1,4126E-06;1,4209E-06;4,2864E-06;1,4298E-06;0,000001433;0,000001451;1,4573E-06;4,3532E-06;1,4561E-06;1,4704E-06;1,4753E-06;5,9617E-06;1,4962E-06;1,4947E-06;1,4979E-06;6,0028E-06;1,5038E-06;1,5076E-06;0,000001514;0,00000152;0,000004572;1,5297E-06;1,5334E-06;3,0783E-06;4,6432E-06;1,5496E-06;1,5671E-06;1,5754E-06;1,5806E-06;6,3268E-06;1,5859E-06;1,5886E-06;1,6008E-06;4,7187E-06;1,5737E-06;1,5755E-06;1,5977E-06;1,5804E-06;4,7419E-06;1,5864E-06;1,5856E-06;1,5873E-06;1,6051E-06;4,8143E-06;1,6048E-06;0,000001606;1,6055E-06;1,6053E-06;4,8067E-06;1,6025E-06;1,6029E-06;1,6192E-06;1,6196E-06;4,8974E-06;1,5489E-06;1,5589E-06;0,000001532;1,5429E-06;0,000004656;0,000003101;1,5505E-06;1,5505E-06;4,6416E-06;1,4856E-06;1,4744E-06;1,4277E-06;1,4207E-06;4,3835E-06;1,4554E-06;1,4414E-06;1,4383E-06;1,4404E-06;4,3544E-06;1,4311E-06;1,4313E-06;1,4272E-06;1,4173E-06;4,3989E-06;1,4649E-06;1,4667E-06;1,4623E-06;1,4654E-06;4,3672E-06;1,4558E-06;1,4537E-06;1,4596E-06;1,4606E-06;4,3821E-06;1,4608E-06;1,4628E-06;1,4633E-06;1,4603E-06;4,4539E-06;1,4839E-06;1,4849E-06;1,4886E-06;1,4871E-06;4,4656E-06;1,4722E-06;1,4729E-06;1,4729E-06;1,4722E-06;4,4263E-06;1,4846E-06;1,4874E-06;1,4877E-06;1,4877E-06;4,5374E-06;1,5147E-06;0,000001514;1,5139E-06;1,5134E-06;4,6675E-06;1,5562E-06;0,000001527;1,5305E-06;0,000392896;;
CH0255286707;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
XS1300465926;VMOB;0;1,1324E-06;3,3977E-06;1,1305E-06;1,1305E-06;1,1291E-06;1,1277E-06;3,3823E-06;1,1269E-06;1,1265E-06;1,1248E-06;0,000001114;3,3288E-06;1,1054E-06;1,1031E-06;1,1019E-06;1,1058E-06;3,3167E-06;1,1056E-06;1,0887E-06;1,0912E-06;1,0928E-06;3,3053E-06;1,0943E-06;1,1045E-06;1,1166E-06;1,1147E-06;3,3451E-06;1,1127E-06;1,1094E-06;1,1115E-06;0,000001113;3,3344E-06;1,1139E-06;1,1091E-06;1,1108E-06;1,1113E-06;3,2529E-06;1,0723E-06;1,0721E-06;1,0652E-06;1,0709E-06;3,1543E-06;1,0521E-06;0,000001071;0,00000105;1,0661E-06;3,2483E-06;1,0919E-06;1,0962E-06;0,000001093;1,1047E-06;3,4653E-06;1,1603E-06;1,1727E-06;1,1772E-06;1,1778E-06;3,5258E-06;1,4288E-06;1,2763E-06;1,3771E-06;1,3816E-06;4,2457E-06;1,4188E-06;1,4208E-06;1,4465E-06;1,4518E-06;4,2945E-06;1,4457E-06;1,3616E-06;1,3727E-06;6,8785E-06;1,3734E-06;1,3882E-06;1,3958E-06;0,0000042;1,4007E-06;1,4043E-06;1,4216E-06;1,4256E-06;4,2581E-06;0,000001424;1,4379E-06;1,4427E-06;5,8296E-06;1,4628E-06;1,4617E-06;1,4648E-06;5,8697E-06;1,4708E-06;1,4745E-06;1,4806E-06;1,4868E-06;4,4717E-06;1,4964E-06;1,4996E-06;3,0111E-06;4,5421E-06;1,5157E-06;1,5335E-06;1,5413E-06;0,000001546;6,1831E-06;1,5501E-06;1,5528E-06;1,5618E-06;4,6038E-06;1,5368E-06;1,5412E-06;0,000001563;1,5431E-06;4,6312E-06;1,5479E-06;1,5487E-06;1,5504E-06;1,5699E-06;4,7119E-06;1,5703E-06;1,5715E-06;1,5712E-06;0,000001572;4,7155E-06;1,5722E-06;1,5712E-06;1,5884E-06;1,5872E-06;4,8031E-06;0,000001516;1,5275E-06;1,4987E-06;1,5087E-06;5,1352E-06;3,1793E-06;1,6622E-06;1,6614E-06;4,9561E-06;1,5889E-06;1,5764E-06;1,5262E-06;1,5249E-06;4,7079E-06;1,5624E-06;1,5482E-06;1,5434E-06;1,5467E-06;4,6749E-06;1,5361E-06;1,5354E-06;1,5315E-06;1,5208E-06;4,7223E-06;1,5737E-06;1,6572E-06;1,5715E-06;1,6161E-06;4,8172E-06;1,6057E-06;1,6036E-06;1,6101E-06;1,6096E-06;4,8289E-06;1,6099E-06;1,6128E-06;1,6129E-06;1,6101E-06;4,9086E-06;1,6354E-06;1,7706E-06;1,6421E-06;0,000001709;5,1272E-06;1,6904E-06;1,6907E-06;1,6896E-06;1,6898E-06;0,000005078;1,7036E-06;1,7071E-06;1,7068E-06;1,7072E-06;5,2084E-06;1,7384E-06;0,000001738;1,7379E-06;1,7376E-06;5,3591E-06;1,7865E-06;0,000001753;0;0,000386504;;
IT0004645542;VMOB;0;9,628E-07;2,8915E-06;1,3164E-06;9,615E-07;1,1379E-06;1,1373E-06;0,000003411;1,1362E-06;1,1359E-06;1,1343E-06;1,1228E-06;3,3521E-06;1,1124E-06;1,1101E-06;1,1089E-06;1,1124E-06;3,3398E-06;0,000001112;1,1216E-06;1,0983E-06;1,1136E-06;0,000003367;1,1154E-06;1,1241E-06;1,1364E-06;1,1349E-06;3,4076E-06;1,1333E-06;1,1315E-06;1,1331E-06;0,000001134;0,000003399;1,1351E-06;1,1316E-06;0,000001133;1,1327E-06;3,3134E-06;1,0912E-06;1,0908E-06;1,0844E-06;1,0895E-06;3,2142E-06;0,000001072;1,0894E-06;1,1034E-06;1,0842E-06;3,3608E-06;1,1267E-06;1,1331E-06;1,1252E-06;1,1365E-06;3,5587E-06;1,1928E-06;1,4793E-06;1,2096E-06;1,3512E-06;4,0842E-06;1,3784E-06;1,3913E-06;1,4122E-06;1,4167E-06;4,3536E-06;1,4545E-06;1,4565E-06;1,4671E-06;1,4719E-06;4,3515E-06;1,4654E-06;1,3806E-06;1,3927E-06;6,9921E-06;1,3975E-06;0,000001412;1,4194E-06;4,2718E-06;1,4245E-06;1,4281E-06;1,4453E-06;1,4495E-06;4,3331E-06;0,000001445;1,4654E-06;1,4696E-06;5,9406E-06;1,4914E-06;0,000001488;1,4931E-06;5,9767E-06;1,4966E-06;1,5025E-06;1,5079E-06;1,5149E-06;0,000004559;1,5257E-06;1,5291E-06;3,0708E-06;4,6338E-06;1,5463E-06;1,5644E-06;1,5725E-06;1,5784E-06;6,3313E-06;1,5871E-06;1,5901E-06;1,6021E-06;4,7082E-06;1,5689E-06;1,5736E-06;1,5938E-06;1,5746E-06;4,7219E-06;1,5798E-06;1,5828E-06;0,000001584;1,6035E-06;4,8111E-06;1,6039E-06;1,6051E-06;1,6015E-06;1,6044E-06;4,7947E-06;1,5983E-06;1,6017E-06;1,6204E-06;1,6156E-06;4,8898E-06;0,000001546;1,5553E-06;1,5276E-06;1,5405E-06;0,00000466;3,1047E-06;1,5516E-06;1,5525E-06;4,6482E-06;1,4876E-06;1,4766E-06;1,4262E-06;1,4192E-06;4,3826E-06;1,4538E-06;1,4407E-06;0,000001437;1,4403E-06;0,000004353;1,4294E-06;1,4304E-06;1,4254E-06;1,4159E-06;4,3964E-06;1,4637E-06;1,4646E-06;1,4626E-06;1,4651E-06;4,3681E-06;1,4553E-06;1,4538E-06;1,4615E-06;1,4601E-06;4,3771E-06;1,4596E-06;1,4626E-06;0,000001462;1,4575E-06;4,4471E-06;1,4827E-06;1,4837E-06;1,4862E-06;1,4856E-06;4,4603E-06;1,4705E-06;1,4685E-06;1,4686E-06;1,4688E-06;4,4183E-06;1,4843E-06;1,4878E-06;1,4871E-06;1,4866E-06;4,5362E-06;1,5135E-06;1,5147E-06;1,5128E-06;1,5122E-06;4,6684E-06;1,5538E-06;1,5245E-06;1,5283E-06;0,000379879;;
CH0287282476;CPON;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
